	[44,1,24,47,33,48,5,16,28,37,49,22,38,13,48,20,23,12,2,24,41,23,35,15,22,43,49,2,12,15,12,25,41,13,28,17,18,2,14,44],
	[47,48,7,24,18,42,24,16,36,7,23,8,42,42,45,5,31,32,1,12,31,2,40,50,42,30,8,46,11,37,6,21,7,10,3,7,17,26,33,37],
	[6,44,14,19,16,2,35,17,21,24,26,34,39,21,16,43,14,41,29,48,9,49,23,33,1,5,39,4,3,34,46,16,48,2,41,41,49,22,47,48],
	[6,49,18,17,18,49,4,47,5,29,41,22,1,41,35,47,10,16,21,18,7,38,24,44,26,17,5,45,36,1,5,33,15,3,32,5,7,15,16,41],
	[50,27,32,45,20,6,35,28,45,18,14,1,23,2,21,45,14,48,44,30,50,25,47,21,29,9,21,27,26,10,10,33,42,30,36,40,24,41,18,17],
	[22,41,43,42,28,22,33,49,33,46,48,30,18,18,49,17,5,36,36,31,5,35,25,12,40,39,28,40,36,16,42,22,20,9,34,43,27,49,21,25],
	[7,11,11,14,21,42,50,17,31,20,14,42,20,13,19,11,42,46,5,49,31,1,37,12,10,12,42,7,7,16,39,8,35,46,44,41,39,34,10,3],
	[19,20,33,7,33,13,44,15,40,19,26,39,33,37,46,32,1,19,18,32,36,20,27,46,17,37,28,43,17,10,26,14,41,48,15,20,6,34,4,5],
	[23,8,30,12,19,43,6,19,2,24,3,18,12,38,13,8,37,15,27,12,26,46,1,5,40,25,25,5,24,31,16,4,33,38,14,27,41,20,37,10],
	[44,50,31,16,47,50,34,2,32,36,15,3,10,43,25,46,39,14,41,49,19,36,18,22,49,41,31,42,13,21,30,20,3,47,20,30,34,32,13,43],
	[21,27,41,21,20,38,44,41,45,2,34,6,27,37,35,28,45,24,33,3,18,16,34,37,25,16,6,3,28,40,29,8,33,23,47,40,30,48,37,24],
	[50,24,10,50,37,33,9,35,45,36,35,43,6,25,44,32,8,7,21,13,40,24,33,34,2,4,32,19,27,7,41,34,13,28,44,49,17,24,13,11],
	[48,20,23,25,16,35,42,33,44,1,9,10,23,17,32,28,16,10,40,4,19,29,1,38,4,30,26,32,47,19,4,39,24,7,33,28,34,14,2,10],
	[36,50,22,6,12,29,27,22,13,4,48,13,35,26,47,45,21,28,29,20,23,37,50,4,8,25,4,41,20,11,9,27,11,43,10,26,11,5,18,5],
	[40,47,26,5,9,19,15,38,27,46,24,36,5,22,28,20,40,32,45,40,2,2,23,19,35,38,3,21,15,22,1,27,23,11,25,23,31,24,24,11],
	[21,30,24,23,24,24,45,44,27,50,8,46,46,29,49,4,17,12,30,28,49,47,44,8,13,17,21,7,41,46,40,5,3,41,28,13,46,6,19,37],
	[44,35,27,24,25,37,27,13,8,37,44,27,30,17,44,17,24,5,50,19,5,16,19,49,3,42,8,35,28,22,16,32,34,39,22,13,16,11,23,8],
	[30,20,27,25,29,8,44,45,7,17,11,23,31,10,15,3,26,8,6,23,7,11,24,50,30,6,21,41,34,25,2,37,13,3,32,1,11,24,39,50],
	[20,13,25,30,27,23,47,37,15,20,46,3,49,17,37,20,7,41,3,16,39,12,20,24,31,15,1,50,48,49,2,3,49,15,50,39,25,6,49,49],
	[46,47,16,38,47,20,15,35,47,44,5,49,28,47,7,13,39,46,12,32,10,46,7,24,11,44,37,4,11,41,48,36,11,18,49,31,38,40,49,24],
	[3,3,21,31,43,12,9,14,14,44,10,6,48,47,27,37,28,38,37,7,3,23,28,45,6,3,48,7,40,27,20,7,11,26,9,14,20,39,8,12],
	[9,33,28,30,6,29,26,44,36,32,42,24,33,39,47,39,32,5,39,17,30,30,2,11,10,35,6,15,21,36,20,35,9,47,12,46,5,12,50,27],
	[21,15,12,42,30,19,22,37,26,46,47,36,30,45,21,17,8,39,33,25,9,13,46,46,32,34,45,46,16,38,1,26,16,30,8,43,50,24,16,3],
	[43,18,3,17,41,19,40,36,31,25,34,11,31,33,8,26,14,10,4,6,26,34,5,3,42,48,14,3,4,49,20,11,36,32,13,46,13,49,45,7],
];
